Id,SalePrice
1461,118629.8095928756
1462,145891.76049353293
1463,168142.97523488806
1464,196474.37571969006
1465,187399.4191848694
1466,177627.91245050196
1467,190706.90907498766
1468,168291.3268828375
1469,204673.14800137782
1470,116003.58417628176
1471,192759.52906963194
1472,102120.35863502376
1473,85563.45242893469
1474,154935.78801077307
1475,107853.5020608916
1476,349396.2540173154
1477,233569.36858931498
1478,328603.5859008114
1479,313039.754511016
1480,407946.5577497923
1481,273837.0196479396
1482,198454.31821298774
1483,177781.78755506175
1484,164859.213039806
1485,207782.32524778624
1486,207114.17300488194
1487,312876.9946153872
1488,242892.60192662454
1489,177803.76414626173
1490,259743.78228160308
1491,205827.05386589188
1492,90534.3236966696
1493,206621.20475634636
1494,276961.2774970161
1495,266980.3672119159
1496,238595.9469277938
1497,161802.07976603846
1498,151507.92061828868
1499,161977.5168889598
1500,153500.00745289458
1501,183041.8344920458
1502,147917.6761259163
1503,297051.8819925835
1504,237405.33514727606
1505,216615.20958378294
1506,186674.45615113288
1507,240719.6778677646
1508,193642.61295277163
1509,151866.7062606449
1510,137100.27943226317
1511,146098.2884561748
1512,192531.1779147379
1513,154834.60783211578
1514,148343.05935581104
1515,194768.65066776407
1516,167032.4520489127
1517,162995.37440891966
1518,119489.80164456653
1519,224398.7666814666
1520,119514.51286947186
1521,109465.42351193196
1522,195454.52004977321
1523,83664.51692347886
1524,116915.8971744714
1525,102457.82312842523
1526,82947.67081257532
1527,93957.2948776923
1528,144436.1787599391
1529,128019.8555078819
1530,223465.70259497297
1531,139676.83719438704
1532,115441.41712544573
1533,158470.42179601773
1534,133579.09737619298
1535,145472.8130226718
1536,99610.11633972725
1537,46917.18663964479
1538,173141.3120263424
1539,211926.88027920038
1540,111157.66411233885
1541,139658.0956648934
1542,123281.787972046
1543,185177.8704692755
1544,96184.12994097499
1545,128398.96117858723
1546,142324.58418310626
1547,155024.2572828242
1548,133462.55433585338
1549,120842.12328151654
1550,130329.90058517264
1551,122341.27054696926
1552,139669.219073223
1553,165375.0758910323
1554,116282.46461783716
1555,158259.50468635213
1556,128349.30805553874
1557,82381.85093520262
1558,90778.26712906058
1559,74606.3440179688
1560,123258.94645414426
1561,118063.80626203062
1562,126672.76373590232
1563,111400.38130903273
1564,148994.7115305574
1565,143073.233076213
1566,226433.5435433891
1567,71329.46243587974
1568,222666.8687737781
1569,111615.9369925313
1570,152056.81299409788
1571,119832.55382751528
1572,129945.40045157872
1573,227496.55321220774
1574,114546.97783490684
1575,232683.19467127998
1576,253075.07084030716
1577,188800.57969025697
1578,140350.02329138631
1579,130838.03563586914
1580,196066.2214168427
1581,144213.7129989851
1582,126062.62614716165
1583,282599.77001201164
1584,226718.96058725705
1585,151080.7468900393
1586,58357.88803537842
1587,100579.42500995158
1588,142730.79644981437
1589,120436.68038889038
1590,127421.72242191137
1591,77125.36180312053
1592,126794.70936769265
1593,148104.0638179938
1594,136744.33241142792
1595,110848.69560445944
1596,201851.7038978313
1597,161761.98033495765
1598,209976.92878681782
1599,188481.90927784354
1600,178564.36854874506
1601,37252.33330853394
1602,117548.44415921875
1603,73231.53071615292
1604,268953.93985471386
1605,256771.5368093697
1606,176365.37381595495
1607,161003.02007373638
1608,225734.22095402703
1609,188369.2031531363
1610,155036.253707203
1611,153890.40896705264
1612,203323.9028456621
1613,168625.7434221653
1614,126967.16725349601
1615,74552.62267181865
1616,54966.47033487976
1617,66814.56222956517
1618,103315.7628431351
1619,166844.2605311243
1620,169850.59308729618
1621,134392.06115571017
1622,130375.63857153134
1623,251816.02917547326
1624,205862.3883219062
1625,109192.83735688112
1626,182270.32520501286
1627,184845.76368562473
1628,265232.5423247339
1629,185851.80540442563
1630,304091.0456466095
1631,190942.94381748667
1632,212832.8520664901
1633,184703.828449611
1634,187880.27711955647
1635,195457.4852123704
1636,171219.53428359085
1637,198964.609591787
1638,219365.9549192877
1639,185433.06468498328
1640,253447.92873564374
1641,179775.4897462966
1642,251414.12648196725
1643,218650.08973526082
1644,226411.11147484265
1645,241394.88617753706
1646,172169.2729407489
1647,164254.1193290946
1648,127066.19992635114
1649,136923.6836308042
1650,118297.21061495022
1651,110593.79250854714
1652,108764.38357956201
1653,112091.1990658241
1654,150247.42065432787
1655,142976.28247335672
1656,140229.73217183028
1657,151879.939315383
1658,144279.3966548229
1659,114199.88657897088
1660,134161.97054795647
1661,406910.13829998526
1662,361521.093598242
1663,355026.1019759522
1664,429413.5761465659
1665,328862.0574524828
1666,309630.94937558554
1667,349996.7903994574
1668,346715.42261792015
1669,332544.90868089296
1670,347473.7321505177
1671,240885.08068063005
1672,396411.0830133493
1673,278048.9038483732
1674,242288.94909984618
1675,177707.05885448435
1676,185608.89875643654
1677,204744.21447587665
1678,400938.9935892694
1679,356501.15047965484
1680,312246.4061117601
1681,284813.2795673621
1682,303564.6445744247
1683,184612.337293101
1684,203836.90014020447
1685,184379.25837682222
1686,171473.8168351422
1687,188235.70577097288
1688,206094.0481287425
1689,207305.59379298752
1690,214208.48663725657
1691,206858.141493208
1692,292598.918127515
1693,185036.5268012504
1694,185693.55249444736
1695,178883.25758151503
1696,267587.62611773645
1697,178214.93188544858
1698,305863.09726051986
1699,282590.5206642541
1700,242171.51380645635
1701,258699.54883397347
1702,240166.380581934
1703,247786.64297197515
1704,260028.20068046637
1705,260335.87261321757
1706,382593.94122353446
1707,223119.29074496077
1708,196695.52460202132
1709,253287.58074670262
1710,215717.47487129038
1711,297145.8492354284
1712,232430.97164833278
1713,276837.5849820933
1714,212334.66473358078
1715,204575.72392733698
1716,179918.75077163312
1717,191876.1986745441
1718,141791.92426753498
1719,207917.29750522843
1720,233743.51928526897
1721,180231.68849696626
1722,134280.59242488665
1723,169219.59139064525
1724,211283.01860265993
1725,231743.73893711087
1726,195768.58522014658
1727,149839.93748549686
1728,201336.2857155737
1729,167362.3138626459
1730,169810.35992608668
1731,121501.79199280235
1732,117532.32728297455
1733,101710.31124026637
1734,109020.50479546626
1735,135728.29902916268
1736,102275.94934572902
1737,314670.79950971494
1738,236526.62466592423
1739,246202.40911640436
1740,178713.06758122647
1741,174740.58420444326
1742,169384.67820782354
1743,180740.52921884705
1744,309325.74592225766
1745,209696.25227263337
1746,204674.13492783246
1747,225187.3339656826
1748,227414.53729213396
1749,158517.71443578464
1750,135280.40031763277
1751,255384.66394381213
1752,103128.08401196025
1753,143110.9558947775
1754,214186.97608789074
1755,159040.34510595576
1756,147948.4321145083
1757,99531.38033747819
1758,152152.93887383078
1759,175190.31108085666
1760,180375.30260756117
1761,165220.01518577052
1762,169674.34228846448
1763,175312.60754584317
1764,106726.26003848104
1765,171456.27882083884
1766,202842.74796833185
1767,244762.46545694134
1768,135163.0798952721
1769,174519.17154793098
1770,162536.4409849472
1771,107006.77496338385
1772,128566.13029071101
1773,114379.41133325285
1774,132330.9417212627
1775,135802.79603622988
1776,140510.72815697984
1777,110613.2033014925
1778,138052.51439687313
1779,123884.8104331969
1780,183460.56437311618
1781,110890.09983003436
1782,55933.63424324134
1783,149153.92664807587
1784,90217.9959131853
1785,147295.46037218813
1786,185887.95616803406
1787,170051.00477201998
1788,50663.7816772199
1789,112529.55865295115
1790,44800.93696853187
1791,201533.5738618527
1792,161878.2892307762
1793,150292.79578826466
1794,174904.13225324015
1795,118932.82312097069
1796,134403.12964556695
1797,141532.6822613541
1798,102173.2105935837
1799,104561.01782374614
1800,112018.99028312718
1801,100122.70299428381
1802,155298.36072126502
1803,156821.2979057674
1804,143144.10572441423
1805,139132.72277235222
1806,136267.13191102498
1807,163683.1054546554
1808,135646.19500524184
1809,120785.07999863575
1810,149788.1258106315
1811,79770.64402439073
1812,97174.71364781808
1813,112042.88814172783
1814,86211.22941508132
1815,31737.119001285988
1816,92429.81874691776
1817,112291.03108665638
1818,175135.76087815472
1819,158027.4471336509
1820,56530.89611444721
1821,123425.71301024483
1822,165294.46460181376
1823,35630.654727503774
1824,138707.6830307355
1825,132775.5132930192
1826,94720.86539457791
1827,90883.46706826187
1828,137003.8823721293
1829,165261.85047380888
1830,153158.90865527693
1831,165164.87683876167
1832,99429.66571028391
1833,151301.0514751777
1834,129190.38317972893
1835,114389.24568181834
1836,115141.59951195697
1837,115263.14002340718
1838,116703.15814854956
1839,93997.03318024485
1840,161115.53470870623
1841,130076.61604643904
1842,93154.54026002018
1843,116527.66680815822
1844,131518.83235444842
1845,143727.2024351062
1846,145835.14842864854
1847,150342.0673049157
1848,40209.68273895403
1849,129504.02970114833
1850,112493.81103411264
1851,149810.41503484518
1852,131139.115210717
1853,124250.44913229882
1854,180690.1485259137
1855,165846.73736709112
1856,235634.039485245
1857,140942.5473906877
1858,136768.0025528366
1859,121077.68056585913
1860,166624.85277526348
1861,120335.84123626415
1862,326220.5955739196
1863,324361.79451877857
1864,324377.5900880577
1865,350367.5101476493
1866,346774.65161531273
1867,229316.79319609795
1868,292059.4527263864
1869,216438.36810699734
1870,235043.73089953908
1871,270886.0435408078
1872,183110.42652452027
1873,220712.03244290967
1874,137886.8786314936
1875,191078.32121317208
1876,198265.83185420503
1877,211590.20391473302
1878,213447.4903691616
1879,109665.38484172046
1880,140234.08881370985
1881,235384.67153852596
1882,238697.0180998448
1883,192519.59439514938
1884,204663.12631082092
1885,237976.81216610747
1886,284677.0121190938
1887,229531.91689920425
1888,273633.57082021143
1889,179525.25557722687
1890,108116.67199499073
1891,131417.03392788736
1892,75677.8643576728
1893,123651.55481275183
1894,107422.81926757802
1895,137474.00310635992
1896,118133.95176677179
1897,112987.54071928334
1898,119882.65741690161
1899,155390.2492530861
1900,145999.35783917137
1901,163708.03921642381
1902,129586.99788752344
1903,206511.09383788152
1904,129217.6304062155
1905,187523.6507130324
1906,162872.7975521555
1907,191009.7607981178
1908,122398.40075228113
1909,159366.64260978042
1910,133707.9929150143
1911,201476.62445456424
1912,298366.6506082169
1913,175167.05043308964
1914,60525.24046819279
1915,294037.3322409209
1916,39164.35848109925
1917,248590.7807589213
1918,136509.3185664183
1919,192920.42586181036
1920,168251.25953674203
1921,359194.05532196263
1922,330950.98562118545
1923,223986.3234776453
1924,224793.691691929
1925,216570.14347369026
1926,361115.2469353212
1927,130654.59458111081
1928,153757.93404363404
1929,105597.2718843685
1930,126424.75124729308
1931,140663.89759421782
1932,137091.81373553388
1933,155459.26818285877
1934,171294.2721379947
1935,176854.11330898225
1936,173357.7916094498
1937,181141.7501928355
1938,179263.7532116206
1939,251254.35104758886
1940,186531.36874398484
1941,176290.5549032933
1942,199718.40212143178
1943,197463.2329716672
1944,337166.7510455038
1945,354044.2467238531
1946,153941.37970454496
1947,304491.11656853574
1948,177960.53964208736
1949,268871.11597478436
1950,200382.7266929101
1951,253219.08840852196
1952,223032.39807469177
1953,205248.07894359843
1954,207106.3589376393
1955,131383.99128434545
1956,310169.7145521827
1957,161184.69144110155
1958,284923.9170051847
1959,138086.1409714185
1960,94468.68542989437
1961,126031.41873718309
1962,97450.36418734939
1963,111324.86118294386
1964,98440.08121741487
1965,138462.12087296185
1966,139909.6059270669
1967,290224.99977686745
1968,370716.87450586254
1969,355023.99722734146
1970,374127.8120613894
1971,421883.1715770312
1972,367834.90962720424
1973,258276.49322585692
1974,341525.5007700803
1975,408572.9570397471
1976,268696.55057833204
1977,342324.6583361388
1978,316687.7585710789
1979,294135.6141192574
1980,184252.20736282878
1981,334830.0707056232
1982,210455.0458127522
1983,195046.14935654856
1984,175588.70589387778
1985,231557.75626567786
1986,225490.79603405646
1987,190752.9859130031
1988,187086.55780782632
1989,205712.62392079772
1990,221306.7270102098
1991,208265.79101035942
1992,216854.97994197524
1993,190588.192966528
1994,219303.18334108943
1995,187513.93838820225
1996,254349.4108404693
1997,329118.0650940582
1998,274065.81453257345
1999,295241.91959831223
2000,281659.3808965273
2001,263726.2020202447
2002,276414.69484685117
2003,249718.16210302932
2004,266134.4690589652
2005,248833.79872294446
2006,204333.51292260375
2007,243098.62478829583
2008,206793.22823513532
2009,199969.17622873362
2010,206336.4972972006
2011,160763.47823741054
2012,181078.19099721196
2013,174962.904093166
2014,187189.6043165134
2015,196608.74290060578
2016,195752.2031604204
2017,200751.031801283
2018,115378.20063653408
2019,140104.49200159666
2020,76821.45951764943
2021,95278.74108908651
2022,178613.70594123314
2023,141241.2188145486
2024,266436.55930842203
2025,301789.24539379356
2026,166139.62110677
2027,153821.45843331236
2028,159588.40416055312
2029,158779.97775060128
2030,261336.90919453438
2031,258053.39175464888
2032,278877.7078048876
2033,254870.53457947072
2034,175308.94399240834
2035,213269.68699483568
2036,211032.0220728917
2037,212420.76900333678
2038,298957.8392252063
2039,198415.60172984155
2040,308083.7850760224
2041,290459.9460452801
2042,196446.22725566305
2043,168584.10268673435
2044,185135.25191024173
2045,207482.00036658236
2046,126495.94017351215
2047,131779.29614487774
2048,137294.61549134826
2049,124961.86803495552
2050,174065.68998308925
2051,119027.27677641629
2052,139503.1316182182
2053,144945.1223182574
2054,74375.98742299835
2055,157662.3296297873
2056,151454.8606906138
2057,97516.11941562122
2058,203982.26253587398
2059,133155.69559783879
2060,193148.68103269517
2061,184083.19408334262
2062,111692.83407942118
2063,117630.76069355576
2064,127204.91572959692
2065,112913.9596220837
2066,177537.34408264252
2067,126247.55713912571
2068,126578.62243907357
2069,79443.27145787154
2070,100863.81712647941
2071,70266.05688942719
2072,158838.77467606933
2073,133263.7169104516
2074,163830.0289216899
2075,134734.06287930574
2076,121693.78439262765
2077,132092.85926919506
2078,101947.96399755025
2079,139271.5513287107
2080,120739.04806809261
2081,109568.3611201818
2082,109677.3568435359
2083,133321.34854411887
2084,96163.41478463908
2085,101126.34268980479
2086,141855.9097769319
2087,125198.20930499962
2088,93440.85902303737
2089,66024.38252363785
2090,129259.7058525873
2091,74133.81750174047
2092,139990.99750134855
2093,158948.49278254455
2094,134486.56085386226
2095,132247.40411356062
2096,84037.56719802
2097,95759.4553544221
2098,144288.23907686415
2099,33122.547848641814
2100,66232.49094507867
2101,97758.60447903618
2102,131346.4957890858
2103,89343.38691952528
2104,127939.76631412754
2105,129856.20027560729
2106,36773.9996858798
2107,185544.89430299465
2108,127845.6408850234
2109,92359.08243764547
2110,115748.41578111803
2111,172200.65268143913
2112,121631.88055644621
2113,115478.23571546777
2114,113669.96547733125
2115,151713.47345268406
2116,115931.27081462607
2117,135696.26981390192
2118,120363.81961109577
2119,106369.64554632438
2120,118710.18551675655
2121,67857.28304512321
2122,81535.78370140045
2123,96953.56008919736
2124,173938.7456745401
2125,127487.60579450143
2126,145760.4594401798
2127,164355.14828713884
2128,129693.05341119203
2129,114166.64470755012
2130,121867.99020331382
2131,183342.73526929674
2132,124539.63097797154
2133,121943.94707882969
2134,133492.9941760521
2135,109953.2818064728
2136,38165.50600917271
2137,101236.43270116893
2138,149248.3697736417
2139,150935.5329935387
2140,140566.6450496505
2141,158272.55577222529
2142,105709.21582185064
2143,135538.84574054778
2144,93417.22639181424
2145,141928.73464572785
2146,175470.35137269815
2147,141922.09346046072
2148,170044.27450826037
2149,152054.67214467505
2150,220090.6010652647
2151,125502.74200958345
2152,161959.83000838172
2153,205770.3238844126
2154,102694.36154974287
2155,133693.4046466868
2156,255863.57045954303
2157,237278.50080703013
2158,226933.05637577863
2159,216072.5806111649
2160,191675.8176347264
2161,242408.31639401813
2162,362009.858253604
2163,359908.20226269035
2164,238773.78776272933
2165,201402.8873268996
2166,152914.21268429843
2167,211644.8565417044
2168,197373.06091382285
2169,193011.425636773
2170,213373.4732097442
2171,159211.0733355462
2172,132728.79988800833
2173,191422.6273055885
2174,224807.06899294537
2175,274342.7082051685
2176,299615.049128333
2177,227917.47841124085
2178,224466.81255661882
2179,147367.6727316808
2180,215207.16230372622
2181,190236.85546068416
2182,219385.33630801423
2183,187676.6298043942
2184,125154.25851293799
2185,125866.53655135469
2186,155466.9565728717
2187,156716.915415388
2188,155025.57278772414
2189,293914.9234282953
2190,73683.49487616995
2191,74954.60437224619
2192,58736.09411529655
2193,142443.61468883592
2194,114301.09314382524
2195,91709.68802321272
2196,123786.08930610504
